ID,default
37006326,1
43837114,1
33679205,1
40030076,1
42193610,1
17552261,1
1607648,1
60617200,1
4595582,1
57789360,1
49843788,1
1619001,1
11030018,1
1534320,1
43092976,1
13667295,1
14469394,1
44457213,1
9408211,1
8759665,1
67852731,1
60877146,1
7796739,1
8071581,1
7409196,1
41378707,1
70366699,1
16642041,1
32337340,1
54036034,1
5492611,1
47157040,1
60967783,1
57335263,1
13968751,1
36956930,1
66682552,1
568481,1
1871905,1
8646749,1
65572148,1
56278075,1
1067073,1
68730958,1
22089865,1
61515837,1
497296,1
3740325,1
57577977,1
63485928,1
65430775,1
44028575,1
58671995,1
68338633,1
1614072,1
16642058,1
820768,1
53362452,1
38359473,1
67250331,1
9341173,1
38660487,1
49486484,1
3960034,1
62483006,1
676452,1
957379,1
53855274,1
2731797,1
59145264,1
16742963,1
64381952,1
38660967,1
66352211,1
32198769,1
70309336,1
39111888,1
1347225,1
15510713,1
4671183,1
34942180,1
43754478,1
37055338,1
70366019,1
41242759,1
49593939,1
34621909,1
53322061,1
44557074,1
33309167,1
3420198,1
964950,1
56358107,1
37136832,1
49495591,1
46857038,1
60908275,1
8300069,1
29322690,1
49292573,1
7649695,1
26326328,1
717506,1
42534735,1
72147246,1
66265030,1
1837522,1
52545982,1
72087142,1
8735061,1
1856136,1
23663241,1
37947540,1
10308987,1
31417198,1
1469186,1
28820787,1
59622773,1
30124486,1
61019830,1
43062027,1
47691166,1
70760242,1
59972080,1
5478509,1
15139239,1
46485877,1
64212009,1
68448366,1
32738912,1
42482978,1
70631857,1
14968244,1
53042021,1
7566752,1
31707433,1
69892249,1
23714071,1
37977988,1
51876960,1
10869166,1
71259891,0
59664606,1
47072628,1
63345249,1
47123826,1
1082433,1
65631023,1
41361156,1
4861356,1
25395886,1
56591749,1
63026897,1
58469090,1
14948699,1
3987093,1
53362741,1
60174271,1
66772677,1
13657155,1
42602827,1
64836540,1
45440773,1
37967614,1
23893657,1
58408838,1
70631497,1
19376003,1
53960072,1
1739924,1
2739650,1
42362988,1
67789693,1
58248828,1
32157269,1
40976602,1
32428066,1
63365971,1
8806713,1
24754405,1
64050357,1
618958,1
55729236,1
758208,1
69636128,1
24614758,1
64497538,1
47426901,1
41401376,1
2127870,1
51963562,1
21177998,1
43995685,1
8743476,1
4675467,1
53383362,1
11028206,1
43022584,1
67529983,1
65432486,1
22119375,1
20517016,1
70447334,1
58189237,1
2845696,1
1957542,1
34210380,1
7447169,1
7117897,1
12897093,1
61496364,1
6331102,1
72138637,0
31257824,1
46952374,1
9897367,1
43652228,1
63910418,1
64854737,1
70338255,1
13677490,1
4637198,1
71190020,0
20066603,1
3981789,1
33959529,1
50147236,1
63130920,1
43797568,1
7637275,1
649474,1
64497357,1
1255524,1
15179752,1
14668531,1
4629820,1
683686,1
11306796,1
22974531,1
5329330,1
34520956,1
51915346,1
4017101,1
67596849,1
34090956,1
31697776,1
8337517,1
764603,1
27098316,1
64363414,1
65611463,1
47052395,1
10588358,1
70413921,1
3739680,1
43395756,1
41241287,1
44215011,1
50407861,1
48422174,1
59268859,1
6992314,1
583839,1
60797207,1
58859917,1
7451389,1
10996945,1
14237148,1
44326311,1
4666904,1
11728766,1
1721131,1
41349713,1
9412020,1
32108528,1
55537547,1
67572138,1
23823676,1
21147994,1
2834296,1
63485091,1
48136846,1
13198461,1
7669521,1
32127250,1
60887510,1
22942303,1
22049576,1
62454680,1
9392466,1
64856633,1
4225057,1
54007438,1
23082780,1
1473855,1
34070419,1
28610595,1
10838904,1
1836509,1
67832608,1
45820883,1
12488379,1
70295984,1
13298305,1
11957133,1
19185031,1
16661722,1
71258487,1
8938130,1
19857827,1
70781755,1
59449227,1
10312246,1
59793722,1
52527170,1
46080840,1
32328239,1
55699375,1
6992062,1
59740482,1
14408471,1
67239979,1
37888001,1
970818,1
49979933,1
71956225,1
14268017,1
57135748,1
45088144,1
40433200,1
69979220,1
67831674,1
44103016,1
48892546,1
12014545,1
11097320,1
5427040,1
19425766,1
65671895,1
22581295,1
7028935,1
53452643,1
1335436,1
63466362,1
1721357,1
7617143,1
8431055,1
63396308,1
67039453,1
63179953,1
60917100,1
3117753,1
64538015,1
28420817,1
49574234,1
12013891,1
46193093,1
47327572,1
855421,1
23843502,1
68189296,1
14628048,1
1768003,1
38981606,1
66402792,1
1423195,1
1449027,1
62514466,1
37057000,1
21328444,1
27679445,1
33810892,1
49841587,1
43976418,1
62775173,1
15200506,1
1068156,1
67677186,1
59713606,1
44265125,1
51240554,1
30545570,1
4671241,1
4171558,1
35102250,1
23342359,1
62259498,1
70358136,0
67501815,1
23362848,1
68540257,1
1821241,1
53582112,1
15218368,1
70340597,1
43868055,1
10676764,1
9401574,1
24585333,1
43376781,1
9186736,1
20708578,1
23643953,1
62413550,1
898778,1
59652714,1
59710628,1
4228678,1
7020829,1
53353700,1
46161831,1
34762052,1
22972852,1
2831266,1
59135359,1
3546797,1
71297383,1
8156812,1
19727968,1
4676309,1
65528388,1
18565565,1
58711023,1
15129531,1
64352467,1
9429995,1
1873067,1
27198845,1
9307694,1
42872709,1
59711612,1
8748840,1
31087640,1
73336220,0
64972482,1
43550210,1
6342132,1
42395636,1
37596935,1
26296852,1
72057272,0
54015724,1
18864890,1
6518728,1
60295037,1
40503420,1
58729139,1
53022290,1
66045113,1
22984579,1
9049170,1
1581555,1
47112404,1
17913348,1
46716360,1
1398040,1
32809007,1
49830009,1
57559127,1
71180680,1
43202346,1
8742937,1
7876884,1
15109380,1
46181948,1
38790289,1
69961078,1
62552908,1
49223880,1
4679468,1
40553565,1
72788805,0
49862146,1
44295221,1
46486092,1
72270877,0
27049136,1
43368384,1
8946986,1
11018482,1
68661268,1
64813044,1
28703210,1
33379255,1
51965596,1
57620329,1
30755218,1
24677153,1
71965969,0
46505930,1
65577418,1
59610663,1
43366460,1
9033350,1
5007298,1
42183479,1
43885669,1
3982272,1
46677978,1
41383457,1
57075704,1
58820189,1
62249144,1
68519070,1
54546271,1
1974939,1
18584677,1
49901922,1
49833189,1
17352788,1
69686505,0
69834133,1
774914,1
59791852,1
64865949,1
12004575,1
62745553,1
11941064,1
42465457,1
58470243,1
1016596,1
42183995,1
46162121,1
44008712,1
57707883,1
59057383,1
7862232,1
6817752,1
27980061,1
1076742,1
41431626,1
30035772,1
7208779,1
2843408,1
55297140,1
34642251,1
12967277,1
3863988,1
58113833,1
709432,1
1042928,1
62363757,1
1326832,1
63118600,1
70000447,1
22652144,1
6718267,1
66504081,1
42053393,1
10322626,1
3779543,1
7108117,1
52981837,1
8082617,1
901606,1
59672456,1
59610405,1
57639631,1
4851852,1
44036362,1
72509574,0
55297145,1
10768386,1
1750900,1
67696375,1
47003273,1
29232702,1
13546751,1
72209282,1
7840962,1
7667218,1
37055508,1
1813124,1
1475459,1
11974274,1
32788646,1
21399424,1
43375947,1
60989594,1
29823159,1
35994087,1
26328256,1
59749352,1
62514082,1
30355178,1
59410100,1
70000524,1
43887034,1
67777588,1
51943357,1
57698008,1
69575277,1
57719344,1
67789187,1
60576929,1
61854878,1
26287440,1
46516944,1
12019143,1
7227024,1
70985176,1
1391869,1
70875175,1
51431341,1
785994,1
9050557,1
11974288,1
71259927,1
65590210,1
460709,1
3557944,1
26687446,1
18164185,1
23824090,1
57779634,1
70905635,1
35052742,1
62644954,1
4430655,1
64865359,1
60706974,1
7128288,1
8596919,1
32357863,1
773048,1
21318937,1
38428851,1
31076320,1
37637196,1
60988634,1
43447000,1
1660033,1
33318912,1
6027674,1
70257373,1
36274608,1
18495651,1
68730719,1
36986385,1
18634229,1
6478399,1
13786843,1
1531071,1
11071333,1
7203710,1
22974104,1
671309,1
63008229,1
43255694,1
2435217,1
64853641,1
66531995,1
63130459,1
62564598,1
30114632,1
9659100,1
68289291,1
10626755,1
70601201,1
8936896,1
60958939,1
1891426,1
47852827,1
31225879,1
16541032,1
10789549,1
40996278,1
48280005,1
1875891,1
21259901,1
18624431,1
70711771,1
59083258,1
62453716,1
15389497,1
73274499,0
57185623,1
38721458,1
30033678,1
41363432,1
51096014,1
69707189,1
65430272,1
8327927,1
69980516,1
34060811,1
10047146,1
65592489,1
31295766,1
55258189,1
58064924,1
40405252,1
46817356,1
8734341,1
46498860,1
9297843,1
2740889,1
1709683,1
23333329,1
67697891,1
54776411,1
59650930,1
31517220,1
70101650,1
53895996,1
11931701,1
4226572,1
67729032,1
7190755,1
63315683,1
25806014,1
73253687,1
45441747,0
8723812,1
58881241,1
61200908,1
46816506,1
1872587,1
72449749,0
49782841,1
28672486,1
16470723,1
10309402,1
3919373,1
28942478,1
1408748,1
39152803,1
62997466,1
35985080,1
61764589,1
29663098,1
41429280,1
65498081,1
8926972,1
63346711,1
59094586,1
10138604,1
58439352,1
692061,1
71139871,0
11049413,1
1073078,1
8090779,1
58983020,1
58749824,1
1731885,1
58005759,1
8072481,1
11948961,1
30204910,1
65577324,1
59662197,1
65022631,1
35212791,1
57965019,1
1449185,1
41391995,1
8707244,1
43257671,1
57454896,1
19866985,1
61436186,1
64882845,1
40543078,1
10850220,1
65477152,1
21328587,1
41666408,1
30143581,1
72949829,0
61754723,1
12476794,1
27730252,1
16632815,1
62335002,1
4429605,1
42133853,1
1665415,1
70310568,1
47884449,1
45670458,1
64883020,1
57618998,1
15560692,1
65501314,1
1661262,1
45127876,1
37466799,1
7127625,1
813880,1
8723611,1
45372553,1
64152906,1
56712407,1
7187259,1
56891981,1
15029116,1
1551087,1
55358916,1
43885677,1
914807,1
68400945,1
2743187,1
1333300,1
67789472,1
1289015,1
61607250,1
68641025,1
8319037,1
72069686,1
12004351,1
10789610,1
57954546,1
41442753,1
9109295,1
1300766,1
7002642,1
14308981,1
1572547,1
36024519,1
4149498,1
21379550,1
1820814,1
20787365,1
9867230,1
51793183,1
7200489,1
1349480,1
58820050,1
68098115,1
52641937,1
57903872,1
46817134,1
42702663,1
60858807,1
51442160,1
64727905,1
65582867,1
45451684,1
57678223,1
43328260,1
67599955,1
60381795,1
63466233,1
8208778,1
17432717,1
63326197,1
62573519,1
28850738,1
3477450,1
54138289,1
26126419,1
23803465,1
35042401,1
64372353,1
53885183,1
1257489,1
728298,1
53162717,1
30054133,1
22159409,1
1961823,1
8741678,1
518580,1
39870843,1
18233750,1
70365776,1
20607278,1
7028588,1
2629366,1
42416040,1
51876138,1
22320309,1
54397143,1
49203174,1
72847469,0
7431473,1
50105159,1
9099156,1
31526652,1
2832485,1
1281469,1
19345554,1
61575731,1
28400225,1
70671384,1
13898159,1
62514418,1
62970449,1
24625387,1
71218976,1
28850984,1
53412207,1
70388700,1
25526423,1
7232284,1
16652306,1
2842393,1
38579121,1
1711723,1
68690709,1
59057928,1
67669393,1
7536915,1
45330431,1
8088449,1
36224634,1
36144825,1
39742989,1
38699902,1
61446262,1
27620473,1
31777574,1
34972390,1
12528982,1
51963682,1
3126776,1
56508993,1
8319594,1
32718638,1
26218554,1
72189365,1
1715148,1
67812849,1
59710308,1
303239,1
58005165,1
21858986,1
15218110,1
16260412,1
34963390,1
64987107,1
19925933,1
24566918,1
70049270,1
32248494,1
66532893,1
7027928,1
5484463,1
2128836,1
42514389,1
14287713,1
67506115,1
31206323,1
12023670,1
9076714,1
70780459,1
54655173,1
71266076,1
368452,1
8197288,1
22811389,1
42505366,1
1698523,1
72797306,0
19977222,1
59054832,1
61575946,1
62967793,1
1101955,1
67860266,1
9026798,1
7190518,1
64955883,1
6049321,1
42184093,1
15369522,1
68088560,1
67570173,1
55468295,1
48393994,1
63436943,1
1787204,1
53372251,1
4538242,1
19886642,1
1514913,1
41442727,1
14597278,1
1971853,1
22119727,1
19936605,1
22382366,1
11980496,1
13247447,1
54179145,1
37286847,1
41271918,1
36947016,1
17603203,1
58642569,1
61455256,1
1533169,1
3737543,1
64223410,1
57455307,1
72079709,0
55536034,1
46233485,1
1458185,1
1309695,1
28701956,1
62554057,1
7607858,1
65772102,1
65630854,1
1584579,1
40060463,1
9049358,1
51046202,1
1451896,1
69989017,1
31077623,1
51230603,1
6479175,1
62514522,1
16640743,1
51320064,1
64932557,1
57514999,1
7220927,1
1291411,1
1586719,1
66989112,1
42373437,1
1678157,1
59762988,1
49302982,0
4674037,1
67498234,1
18283392,1
55659451,1
9039427,1
60657051,1
57588846,1
16631625,1
37025925,1
67809066,1
601952,1
6816770,1
785999,1
22953892,1
53325069,1
63612903,1
10137314,1
731356,1
46818415,1
47237418,1
70369277,1
56872418,1
7638309,1
43819210,1
52325069,1
24574738,1
71266162,1
2832263,1
33308986,1
666474,1
53532325,1
33329394,1
27609374,1
1665155,1
11107113,1
71128174,1
59595961,1
46102518,1
33349364,1
1816668,1
56096136,1
72747427,0
982660,1
57325447,1
49913706,1
50236929,1
31767779,1
71150927,1
58671100,1
64866455,1
51524985,1
71321231,1
4627660,1
15059601,1
1706790,1
64676837,1
37155160,1
64152692,1
65750930,1
56168021,1
11983280,1
46962381,1
28441184,1
66742619,0
42555638,1
9899929,1
70278318,1
29042230,1
69623961,1
4862747,1
67732388,1
31107346,1
66882735,1
22391714,1
66692545,1
15169152,1
1294277,1
41263885,1
70447479,1
11058798,1
16430424,1
7418272,1
64262953,1
22963330,1
64392789,1
13350840,1
70671480,1
64607314,1
52486687,1
677423,1
839228,1
1247905,1
27219586,1
45360139,1
49082046,1
26367784,1
55457279,1
9898214,1
71157948,1
16761446,1
10848657,1
25475988,1
72509931,1
4853285,1
72006434,0
65491987,1
43171859,1
68350152,1
71131825,1
13350739,1
14958045,1
72098092,1
67118868,1
14248987,1
61008300,1
10987375,1
58942373,1
65647207,1
8551449,1
32317842,1
18394019,1
66065409,1
1108989,1
6716789,1
67260061,1
65739875,1
13598908,1
49484423,1
58851188,1
271082,1
18614049,1
880077,1
2737329,1
14709812,1
870994,1
8337825,1
12003323,1
12357075,1
14238487,1
1382472,1
14979870,1
40711105,1
57658292,1
926031,1
1346630,1
6331960,1
48300027,1
15288950,1
67888751,1
46476274,1
14547488,1
58750742,1
66275591,1
61754320,1
5461605,1
44102887,1
31106260,1
31446417,1
38943039,1
44437007,1
60950168,1
5697607,1
9044267,1
41441539,1
14438415,1
70318665,1
70267043,1
71157096,1
61556234,1
4579873,1
62572871,1
43032814,1
17762912,1
62856352,1
46984030,1
28862585,1
42565129,1
47093685,1
8551296,1
8120483,1
72088658,1
34802516,1
17413464,1
53303424,1
66391913,1
1405989,1
31647752,1
42365325,1
70650338,1
16712834,1
46606744,1
14639141,1
39242377,1
11021296,1
64865266,1
41422927,1
46736880,1
59693079,1
14627727,1
70444652,1
66372402,1
4222959,1
59941994,1
21318846,1
19926084,1
29192536,1
24737181,1
49282862,1
67767150,1
8072420,1
64864841,1
65542163,1
67812451,1
27088915,1
70384615,1
4852465,1
59630860,1
19766646,1
17403187,1
55056152,1
51803929,1
47476857,1
51823636,1
59439065,1
43805811,1
70304826,1
11659793,1
65659634,1
37157130,1
6339194,1
11547841,1
3127999,1
4370960,1
38952839,1
67809114,1
66672596,1
57577881,1
11973244,1
51672867,1
12000103,1
13608495,1
58651121,1
65458425,1
72478930,0
66403824,1
4580927,1
3529055,1
63465081,1
70364717,1
73089868,0
8451213,1
22661207,1
30183565,1
1781945,1
3869188,1
8608157,1
9098740,1
10359722,1
70781216,1
43356358,1
9667308,1
8907058,1
4590427,1
64966216,1
32838677,1
8217745,1
2830702,1
10096883,1
542227,1
70720700,1
17321811,1
22401219,1
1538972,1
66504348,1
46242228,1
69574421,1
40564658,1
49993720,1
6050526,1
72208559,1
31176364,1
69564494,1
68437914,1
45460464,1
23014330,1
9117414,1
6067716,1
70710366,1
15207977,1
42144241,1
9898333,1
6059459,1
25855941,1
11966715,1
7587549,1
15018010,1
1440206,1
9032823,1
1584222,1
43375715,1
8497905,1
6478456,1
32277403,1
9308769,1
41321098,1
1892221,1
976849,1
46816436,1
13937419,1
8093615,1
59722528,1
6596779,1
68229884,1
15299081,1
1866494,1
14398010,1
33759981,1
8229930,1
54138394,1
4066779,1
9422527,1
70090646,1
18224198,1
13320041,1
10438842,1
41264067,1
11962977,1
46726037,1
9076964,1
61616399,1
59623029,1
4847627,1
44827167,1
58751461,1
36935972,1
59750396,1
5022575,1
14520597,1
67671504,1
4155345,1
1042768,1
29923181,1
635709,1
61773921,1
45270926,1
65589401,1
59732551,1
3866829,1
68508718,1
47903312,1
31737487,1
7821026,1
1804067,1
58479217,1
64926716,1
2744517,1
42505301,1
46973829,1
921143,1
20647597,1
12867481,1
52842657,1
33479469,1
3176905,1
68800274,1
59769359,1
37106496,1
1386034,1
40473197,1
10770495,1
31125967,1
43999006,1
62374069,1
11679591,1
12679229,1
30995835,1
610285,1
11957731,1
34752619,1
72208000,0
15420518,1
33108879,1
1772542,1
19818078,1
63097194,1
38981930,1
63190873,1
72838859,0
51834692,1
70383990,1
9118173,1
52326070,1
69403976,1
63802917,1
61475248,1
7648627,1
67797419,1
70639251,1
6517316,1
30063812,1
41258053,1
18193990,1
58879473,1
43226212,1
39041830,1
14257717,1
1500378,1
42762494,1
44487373,1
62109121,1
10409831,1
10117250,1
60224141,1
6049195,1
72090719,1
43835980,1
1863324,1
7107880,1
22169660,1
21288240,1
12034475,1
1713259,1
8070811,1
65326854,1
34751779,1
54728203,1
65396865,1
73303935,0
4851702,1
14317236,1
1243471,1
7029569,1
1791981,1
11992763,1
69262023,1
67791938,1
21889349,1
4597511,1
4720271,1
11096967,1
49664076,1
68700975,1
64010274,1
51432022,1
2977386,1
684430,1
23793934,1
59591428,1
64964475,1
62695228,1
70259420,1
69667069,1
789563,1
64716921,1
15349623,1
54219591,1
10578000,1
21350084,1
52921989,1
10528274,1
2158373,1
1641312,1
19897646,1
28801126,1
24696003,1
46565947,1
55377341,1
28590518,1
706863,1
23552978,1
752318,1
17703225,1
23653778,1
38419372,1
64262920,1
34150794,1
51320463,1
14487632,1
40463120,1
47073617,1
19045190,1
17874331,1
6207050,1
10420230,1
62464058,1
46173305,1
22350038,1
62423164,1
71307836,1
70237045,1
61526347,1
3920228,1
4152881,1
57165236,1
17442549,1
67792305,1
15480707,1
8448694,1
11039746,1
43457874,1
7116714,1
17712770,1
13650301,1
16050075,1
26287649,1
33779899,1
25405918,1
40574286,1
606418,1
69900503,1
58770887,1
59710684,1
932179,1
452267,1
72120028,0
12488879,1
64914714,1
1947065,1
8197938,1
60154424,1
55156041,1
51925696,1
14308195,1
64945958,1
12510015,1
41323148,1
1497671,1
1002312,1
36855208,1
11617955,1
67470167,1
51944626,1
56630868,1
41418285,1
16680483,1
41211658,1
59632029,1
36014645,1
8318460,1
55296247,1
69545642,1
13928697,1
67861889,1
49192954,1
9381504,1
40050777,1
13817164,1
14317123,1
70258685,1
4673464,1
38378746,1
35914897,1
53292356,1
7861178,1
56570855,1
4581511,1
11994083,1
14998500,1
68529951,1
46132622,1
8217223,1
21188065,1
62463291,1
1448267,1
8897509,1
7689885,1
11658324,1
40382920,1
49141862,1
58971824,1
34631734,1
37306211,1
988853,1
66372611,1
28540873,1
17333312,1
1572795,1
61616857,1
67569913,1
62259710,1
56600922,0
7777662,1
37156545,1
46396648,1
31507222,1
66542836,1
72509199,0
66433557,1
69323174,1
63166871,1
66533427,1
73365441,0
37426721,1
3767198,1
42193566,1
14969968,1
1279429,1
7108820,1
66394103,1
15749843,1
983279,1
45950943,1
1042519,1
7276842,1
5826812,1
53967511,1
44035585,1
46417319,1
2739816,1
45177996,1
23053832,1
8720040,1
45359969,1
22431773,1
69282559,1
68429948,1
70455853,1
7861949,1
35083283,1
64853751,1
34100919,1
1689844,1
16420216,1
58829895,1
50769824,1
71157621,1
772129,1
69696197,1
68448515,1
7687661,1
1777322,1
3959341,1
43907038,1
15569172,1
59593521,1
57515663,1
51934658,1
32118820,1
43220966,1
49487725,1
15349035,1
10750697,1
20357006,1
7227787,1
701998,1
70100761,1
8427400,1
32869154,1
9033258,1
60777421,1
63149609,1
897297,1
60204511,1
15020606,1
35202825,1
56540073,1
10758598,1
11628569,1
1717530,1
67831515,1
51804383,1
1080169,1
71475834,1
20787599,1
14288742,1
62299113,1
59135487,1
48632222,1
5483049,1
44636831,1
17722476,1
1576266,1
18975030,1
64222856,1
771638,1
64293799,1
16521631,1
32587894,1
46222221,1
72199782,0
57568139,1
22963149,1
64153354,1
30035476,1
1965862,1
14521135,1
53847560,1
1019392,1
53807152,1
7938276,1
8578997,1
64488019,1
21619215,1
1347137,1
27148523,1
18143619,1
22029374,1
62724891,1
22392443,1
43012396,1
65510849,1
72218525,0
41304011,1
59661702,1
70363979,1
21388565,1
64294075,1
30165100,1
1873985,1
6037650,1
51240127,1
63020533,1
33729752,1
26267373,1
2424213,1
58004282,1
2417824,1
28600354,1
64983184,1
49664159,1
8707469,1
5546989,1
2827035,1
1268175,1
44235804,1
47436826,1
5801017,1
61475880,1
41393094,1
66145439,0
18595480,1
9040800,1
27669563,1
5797838,1
62816337,1
38750782,1
54035051,1
5327552,1
1829206,1
34591553,1
24675419,1
37907750,1
61476330,1
7215606,1
10306801,1
7215387,1
66392798,1
1271692,1
29523402,1
42435271,1
43354965,1
1212735,1
65508192,1
43817680,1
7215983,1
43278737,1
55446657,1
70374650,1
2631623,1
43277692,1
1075633,1
50256846,1
58209588,1
62866331,1
12608264,1
47357475,1
10708220,1
17763712,1
67688779,1
41409829,1
5469769,1
66939530,1
57905332,1
37686736,1
65478833,1
29232553,1
42536372,1
11932594,1
939091,1
73406249,0
64854636,1
43753921,1
61466531,1
65533342,1
72857886,0
14969101,1
72149752,0
64796311,1
9037627,1
63101140,1
14469055,1
42672716,1
674466,1
15057764,1
26026154,1
64487459,1
65628122,1
1819840,1
42464412,1
1577279,1
567279,1
11943907,1
15609585,1
69553917,1
51431786,1
22871289,1
65638900,1
54595967,1
9351389,1
1726063,1
41431135,1
53867535,1
8309807,1
9321423,1
49840101,1
49810317,1
8738719,1
36865144,1
70447883,1
53402363,1
6048823,1
42682742,1
14667392,1
68819902,1
31055710,1
741136,1
7670908,1
3867371,1
63325441,1
37097384,1
57294981,1
58829277,1
46498368,1
68389869,1
11984241,1
71309698,1
60303990,1
6488863,1
70610394,1
6207868,1
21709258,1
1754368,1
1822662,1
52528119,1
61624923,1
11979468,1
70240434,1
23013420,1
9318174,1
14970751,1
8598334,1
26697583,1
52415406,1
66473860,0
15078131,1
61047688,1
71278652,1
53996584,1
41341775,1
1899797,1
8107286,1
35834471,1
55346388,1
62464915,1
62553516,1
66311972,1
45068077,1
21299897,1
1777896,1
67741260,1
6998113,1
26106489,1
51853888,1
71307204,1
64957008,1
72657459,0
36324820,1
37496676,1
56782170,1
2423062,1
3408833,1
5667287,1
49962663,1
18484620,1
4153812,1
72097124,1
42574977,1
64223592,1
751658,1
7409730,1
29283198,1
50975866,1
1792299,1
21258130,1
10878602,1
59802218,1
751466,1
48802149,1
